"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"8514","NC_047732.1","DNA","dsDNA","Staphylococcus phage IME-SA119","Kayvirus G1","Kayvirus","Herelleviridae",141028
"8515","NC_070682.1","DNA","dsDNA","Streptococcus phage CHPC950","Streptococcus phage CHPC950","Moineauvirus","Aliceevansviridae",35299
"8516","NC_043458.1","DNA","dsDNA","Diachasmimorpha longicaudata entomopoxvirus","Diachasmimorpha entomopoxvirus","Unknown","Poxviridae",1641
"8517","NC_055767.1","DNA","dsDNA","Gordonia phage KidneyBean","Foxborovirus kidneybean","Foxborovirus","Zierdtviridae",67802
"8518","NC_007028.1","DNA","dsDNA","Bracoviriform demolitoris","Bracoviriform demolitoris","Bracoviriform","Polydnaviriformidae",3611
"8519","NC_004658.1","DNA","ssDNA(+/-)","Sida golden mosaic Costa Rica virus","Sida golden mosaic Costa Rica virus","Begomovirus","Geminiviridae",2587
"8520","NC_076376.1","DNA","ssDNA","Tortoise genomovirus 10","Gemycircularvirus gopha2","Gemycircularvirus","Genomoviridae",2200
"8521","NC_031039.1","DNA","dsDNA","Bacillus phage AR9","Takahashivirus PBS1","Takahashivirus","Unknown",251042
"8522","NC_028875.1","DNA","ssDNA","Malvastrum yellow vein Chitwan betasatellite","Malvastrum yellow vein Chitwan betasatellite","Betasatellite","Tolecusatellitidae",1317
"8523","NC_076164.1","DNA","dsDNA","Macacine alphaherpesvirus 1","Simplexvirus macacinealpha1","Simplexvirus","Orthoherpesviridae",157447
"8524","NC_007064.1","DNA","dsDNA","Staphylococcus phage 92","Phietavirus pv92","Phietavirus","Unknown",42431
"8525","NC_013694.1","DNA","dsDNA","Mycobacterium phage Peaches","Backyardiganvirus peaches","Backyardiganvirus","Unknown",51376
"8526","NC_026252.1","DNA","ssDNA","Human smacovirus 1","Human smacovirus 1","Huchismacovirus","Smacoviridae",2460
"8527","NC_019445.1","DNA","dsDNA","Escherichia phage TL-2011b","Escherichia phage TL-2011b","Unknown","Unknown",44784
"8528","NC_047806.1","DNA","dsDNA","Escherichia phage vB_EcoP_B","Vectrevirus bee","Vectrevirus","Autographiviridae",44018
"8529","NC_054676.1","DNA","dsDNA","Streptomyces phage Sitrop","Camvirus sitrop","Camvirus","Unknown",48481
"8530","NC_073600.1","DNA","dsDNA","Arthrobacter phage Yavru","Arthrobacter phage Yavru","Unknown","Unknown",15193
"8531","NC_008851.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2080
"8532","NC_043273.1","DNA","dsDNA","Bracoviriform inaniti","Bracoviriform inaniti","Bracoviriform","Polydnaviriformidae",21376
"8533","NC_006147.2","DNA","ssDNA(+/-)","Muscovy duck parvovirus","Dependoparvovirus anseriform1","Dependoparvovirus","Parvoviridae",5132
"8534","NC_038441.1","DNA","ssDNA(+/-)","Chilli leaf curl Kanpur virus [India/Kanpur/2008]","Chilli leaf curl Kanpur virus","Begomovirus","Geminiviridae",2754
"8535","NC_023698.1","DNA","dsDNA","Mycobacterium phage Avani","Avanivirus avani","Avanivirus","Unknown",54470
"8536","NC_019768.1","DNA","dsDNA","Escherichia phage HK106","Wanchaivirus HK106","Wanchaivirus","Unknown",41468
"8537","NC_077030.1","DNA","ssDNA(+/-)","Werosea circovirus","Werosea circovirus","Circovirus","Circoviridae",1853
"8538","NC_010277.2","DNA","dsDNA","Merkel cell polyomavirus","Alphapolyomavirus quintihominis","Alphapolyomavirus","Polyomaviridae",5387
"8539","NC_036592.1","DNA","ssDNA(+/-)","Pleurochrysis carterae circular virus","Pleurochrysis carterae circular virus","Unknown","Circoviridae",2255
"8540","NC_008582.1","DNA","dsDNA","Micromys minutus papillomavirus 1","Pipapillomavirus 2","Pipapillomavirus","Papillomaviridae",7393
"8541","NC_018832.1","DNA","dsDNA","Providencia phage Redjac","Redjacvirus redjac","Redjacvirus","Casjensviridae",58104
"8542","NC_063268.1","DNA","dsDNA","Bovine herpesvirus type 1.1","Varicellovirus bovinealpha1","Varicellovirus","Orthoherpesviridae",134896
"8543","NC_032105.1","DNA","dsDNA","Simian mastadenovirus WIV19","Simian mastadenovirus I","Mastadenovirus","Adenoviridae",33562
"8544","NC_079144.1","DNA","dsDNA","Gordonia phage Reyja","Gordonia phage Reyja","Unknown","Unknown",41500
"8545","NC_024360.1","DNA","dsDNA","Listeria phage LMSP-25","Pecentumvirus LMSP25","Pecentumvirus","Herelleviridae",138036
"8546","NC_026945.1","DNA","ssDNA(+/-)","Zebra finch circovirus","Circovirus zebrafinch","Circovirus","Circoviridae",1982
"8547","NC_051703.1","DNA","dsDNA","Mycobacterium phage QuickMath","Cheoctovirus quickmath","Cheoctovirus","Unknown",57526
"8548","NC_075989.1","DNA","ssDNA(+/-)","chicken chapparvovirus HK","Chaphamaparvovirus galliform3","Chaphamaparvovirus","Parvoviridae",3661
"8549","NC_009234.1","DNA","dsDNA","Burkholderia phage phiE202","Tigrvirus E202","Tigrvirus","Peduoviridae",35741
"8550","NC_027215.1","DNA","ssDNA(+/-)","Tomato yellow leaf curl Mali virus","Tomato yellow leaf curl Mali virus","Begomovirus","Geminiviridae",2796
"8551","NC_071042.1","DNA","dsDNA","Bacillus phage vB_BanS_Sophrita","Bacillus phage vB_BanS_Sophrita","Unknown","Unknown",167995
"8552","NC_015288.1","DNA","dsDNA","Prochlorococcus phage Syn1","Vellamovirus syn1","Vellamovirus","Kyanoviridae",191195
"8553","NC_075135.1","DNA","ssDNA(+/-)","Maize streak virus - A[South Africa]","Maize streak virus","Mastrevirus","Geminiviridae",2690
"8554","AC_000004.1","DNA","dsDNA","Duck atadenovirus A","Duck atadenovirus A","Atadenovirus","Adenoviridae",33213
"8555","NC_026589.1","DNA","dsDNA","Mycobacterium phage Sbash","Chenonavirus sbash","Chenonavirus","Unknown",55832
"8556","NC_075293.1","DNA","ssDNA","Macaca mulatta feces associated virus 7","Porprismacovirus macas1","Porprismacovirus","Smacoviridae",2455
"8557","NC_073430.1","DNA","dsDNA","Microbacterium phage Katzastrophic","Microbacterium phage Katzastrophic","Dismasvirus","Unknown",41712
"8558","NC_070926.1","DNA","dsDNA","Streptococcus phage IPP39","Paclarkvirus IPP39","Paclarkvirus","Unknown",37761
"8559","NC_018715.1","DNA","ssDNA(+/-)","Datura leaf distortion virus","Datura leaf distortion virus","Begomovirus","Geminiviridae",2564
"8560","NC_048821.1","DNA","dsDNA","Photobacterium phage PDCC-1","Aphroditevirus PDCC1","Aphroditevirus","Unknown",237509
"8561","NC_002513.1","DNA","dsDNA","Bovine adenovirus 2","Ovine mastadenovirus A","Mastadenovirus","Adenoviridae",33034
"8562","NC_038467.1","DNA","ssDNA(+/-)","Tomato bright yellow mosaic virus","Tomato bright yellow mosaic virus","Begomovirus","Geminiviridae",2619
"8563","NC_047781.1","DNA","dsDNA","Klebsiella phage vB_KpnP_BIS33","Przondovirus BIS33","Przondovirus","Autographiviridae",41697
"8564","NC_008195.1","DNA","dsDNA","Mycobacterium phage Cooper","Coopervirus cooper","Coopervirus","Unknown",70654
"8565","NC_025471.1","DNA","dsDNA","Idiomarinaceae phage Phi1M2-2","Idiomarinaceae phage Phi1M2-2","Unknown","Unknown",36844
"8566","NC_038792.1","DNA","ssDNA(+/-)","Cabbage leaf curl Jamaica virus","Cabbage leaf curl Jamaica virus","Begomovirus","Geminiviridae",2575
"8567","NC_052650.1","DNA","dsDNA","Halobacterium phage phiH","Myohalovirus phiH","Myohalovirus","Vertoviridae",58072
"8568","NC_028661.1","DNA","dsDNA","Pseudomonas phage PPPL-1","Ghunavirus PPPL1","Ghunavirus","Autographiviridae",41149
"8569","NC_018276.1","DNA","dsDNA","Croceibacter phage P2559S","Croceibacter phage P2559S","Unknown","Unknown",44988
"8570","NC_075107.1","DNA","ssDNA(+/-)","Sugarcane striate virus","Sugarcane striate virus","Mastrevirus","Geminiviridae",2747
"8571","NC_070966.1","DNA","dsDNA","Rhizobium phage RHph_TM30","Rhizobium phage RHph_TM30","Unknown","Unknown",207623
"8572","NC_043250.1","DNA","dsDNA","Feldmannia irregularis virus a","Feldmannia irregularis virus a","Phaeovirus","Phycodnaviridae",4437
"8573","NC_055127.1","DNA","ssDNA(+/-)","African cassava mosaic Burkina Faso virus","African cassava mosaic Burkina Faso virus","Begomovirus","Geminiviridae",2737
"8574","NC_049362.1","DNA","dsDNA","Lactococcus phage 936 group phage Phi4.2","Skunavirus sv42","Skunavirus","Unknown",31375
"8575","NC_048773.1","DNA","dsDNA","Aeromonas phage 4_4572","Lahexavirus lv44572","Lahexavirus","Unknown",102915
"8576","NC_047864.1","DNA","dsDNA","Enterobacteria phage T3","Teetrevirus T3Luria","Teetrevirus","Autographiviridae",38209
"8577","NC_029075.1","DNA","dsDNA","Achromobacter phage JWF","Achromobacter phage JWF","Unknown","Unknown",81541
"8578","NC_054792.1","DNA","dsDNA","Mycobacterium phage PP","Sagamiharavirus PP","Sagamiharavirus","Unknown",51509
"8579","NC_034627.1","DNA","dsDNA","Sulfolobus islandicus rod-shaped phage 6","Usarudivirus SIRV5","Usarudivirus","Rudiviridae",35439
"8580","NC_054979.1","DNA","dsDNA","Staphylococcus phage B122","Phietavirus B122","Phietavirus","Unknown",43108
"8581","NC_073069.1","DNA","dsDNA","Escherichia phage B2","Escherichia phage B2","Dhillonvirus","Unknown",44283
"8582","NC_014069.1","DNA","ssDNA(-)","Torque teno virus 4","Alphatorquevirus homin4","Alphatorquevirus","Anelloviridae",3690
"8583","NC_021331.1","DNA","dsDNA","Shigella phage pSf-1","Hanrivervirus pSf1","Hanrivervirus","Drexlerviridae",51821
"8584","NC_016651.1","DNA","dsDNA","Rhodococcus phage RRH1","Rhodococcus phage RRH1","Unknown","Unknown",14270
"8585","NC_054926.1","DNA","dsDNA","Escherichia phage vB_EcoM_OE5505","Tequatrovirus oe5505","Tequatrovirus","Straboviridae",168756
"8586","NC_014361.1","DNA","dsDNA","Trichodysplasia spinulosa-associated polyomavirus","Alphapolyomavirus octihominis","Alphapolyomavirus","Polyomaviridae",5232
"8587","NC_070936.1","DNA","dsDNA","Klebsiella phage N1M2","Klebsiella phage N1M2","Petsuvirus","Unknown",253367
"8588","NC_007918.1","DNA","dsDNA","His2 virus","Gammapleolipovirus His2","Gammapleolipovirus","Pleolipoviridae",16067
"8589","NC_028784.1","DNA","dsDNA","Mycobacterium phage Tasp14","Mycobacterium phage Tasp14","Fromanvirus","Unknown",51409
"8590","NC_048836.1","DNA","dsDNA","Flavobacterium phage vB_FspS_morran9-1","Lillamyvirus morran","Lillamyvirus","Unknown",38385
"8591","NC_047835.1","DNA","dsDNA","Escherichia phage OSYSP","Tequintavirus OSYSP","Tequintavirus","Demerecviridae",110901
"8592","NC_070704.1","DNA","dsDNA","Streptococcus phage P7602","Streptococcus phage P7602","Moineauvirus","Aliceevansviridae",37202
"8593","NC_008364.1","DNA","dsDNA","Lactococcus phage Q54","Questintvirus Q54","Questintvirus","Unknown",26537
"8594","NC_076206.1","DNA","ssDNA(-)","Torque teno didelphis albiventris virus","Xitorquevirus didel1","Xitorquevirus","Anelloviridae",2605
"8595","NC_015506.1","DNA","dsDNA-RT","Banana streak CA virus","Banana streak CA virus","Badnavirus","Caulimoviridae",7408
"8596","NC_055544.1","DNA","ssDNA(+/-)","Verbena mottle virus","Verbena mottle virus","Begomovirus","Geminiviridae",2626
"8597","NC_015283.1","DNA","dsDNA","Prochlorococcus phage P-RSM4","Thaumasvirus stim4","Thaumasvirus","Kyanoviridae",176428
"8598","NC_012786.1","DNA","ssDNA(+/-)","Passionfruit severe leaf distortion virus","Passionfruit severe leaf distortion virus","Begomovirus","Geminiviridae",2672
"8599","NC_060133.1","DNA","dsDNA","Gordonia phage Rabbitrun","Gordonia phage Rabbitrun","Unknown","Unknown",76821
"8600","NC_055758.1","DNA","dsDNA","Gordonia phage Pleakley","Pleakleyvirus pleakley","Pleakleyvirus","Zierdtviridae",64105
"8601","NC_020078.1","DNA","dsDNA","Cronobacter phage vB_CskP_GAP227","Cronosvirus GAP227","Cronosvirus","Autographiviridae",41796
"8602","NC_048878.1","DNA","dsDNA","Alteromonas phage vB_AcoS-R7M","Amoyvirus R7M","Amoyvirus","Unknown",56163
"8603","NC_061451.1","DNA","dsDNA","Erwinia phage pEa_SNUABM_7","Erwinia phage pEa_SNUABM_7","Unknown","Unknown",265635
"8604","NC_004814.1","DNA","dsDNA","Streptococcus phage C1","Fischettivirus C1","Fischettivirus","Rountreeviridae",16687
"8605","NC_008799.1","DNA","dsDNA","Staphylococcus phage phiETA3","Phietavirus ETA3","Phietavirus","Unknown",43282
"8606","NC_073317.1","DNA","dsDNA","Escherichia phage vB_EcoS_fPoEco01","Escherichia phage vB_EcoS_fPoEco01","Kagunavirus","Unknown",44391
"8607","NC_013036.1","DNA","dsDNA","Anatid alphaherpesvirus 1","Anatid alphaherpesvirus 1","Mardivirus","Orthoherpesviridae",158091
"8608","NC_055864.1","DNA","dsDNA","Gordonia phage Love","Vividuovirus love","Vividuovirus","Unknown",60042
"8609","NC_073321.1","DNA","dsDNA","Escherichia phage ZCEC5","Escherichia phage ZCEC5","Kagunavirus","Unknown",43372
"8610","NC_049455.1","DNA","dsDNA","Shigella phage MK-13","Agtrevirus MK13","Agtrevirus","Ackermannviridae",158755
"8611","NC_049461.1","DNA","dsDNA","Bacteriophage R18C","Peduovirus R18C","Peduovirus","Peduoviridae",31834
"8612","NC_021340.1","DNA","dsDNA","Haloarcula hispanica tailed virus 2","Halohivirus HHTV2","Halohivirus","Saparoviridae",52643
"8613","NC_049399.1","DNA","dsDNA","Lactococcus phage 30804","Skunavirus sv30804","Skunavirus","Unknown",30401
"8614","NC_067215.1","DNA","dsDNA","uncultured phage cr29_1","Burzaovirus intestinihominis","Burzaovirus","Suoliviridae",104085
"8615","NC_031239.1","DNA","dsDNA","Gordonia phage Vivi2","Vividuovirus vivi2","Vividuovirus","Unknown",59337
"8616","NC_051714.1","DNA","dsDNA","Mycobacterium phage SwagPigglett","Cheoctovirus swagpigglett","Cheoctovirus","Unknown",58930
"8617","NC_070991.1","DNA","dsDNA","Escherichia phage vB_EcoP_WFI101126","Escherichia phage vB_EcoP_WFI101126","Kuravirus","Unknown",77307
"8618","NC_017918.2","DNA","ssDNA(+/-)","Grapevine red blotch virus","Grapevine red blotch virus","Grablovirus","Geminiviridae",3206
"8619","NC_010297.1","DNA","ssDNA","Cardiospermum yellow leaf curl betasatellite","Cardiospermum yellow leaf curl betasatellite","Betasatellite","Tolecusatellitidae",1338
"8620","NC_073609.1","DNA","dsDNA","Pseudomonas phage vB_PaM_EPA1","Pakpunavirus zigelbrucke","Pakpunavirus","Unknown",91394
"8621","NC_019408.1","DNA","dsDNA","Caulobacter phage CcrRogue","Poindextervirus rogue","Poindextervirus","Unknown",223720
"8622","NC_028864.1","DNA","dsDNA","Staphylococcus phage phinm4","Phietavirus NM4","Phietavirus","Unknown",43189
"8623","NC_005041.2","DNA","ssDNA(+/-)","Blattella germanica densovirus 1","Blattambidensovirus blattodean1","Blattambidensovirus","Parvoviridae",5335
"8624","NC_027639.1","DNA","ssDNA(+)","Microviridae Fen2266_11","Microviridae Fen2266_11","Unknown","Microviridae",4366
"8625","NC_049342.1","DNA","dsDNA","Escherichia phage 500465-1","Wadgaonvirus wv5004651","Wadgaonvirus","Peduoviridae",39179
"8626","NC_009965.1","DNA","dsDNA","Acidianus rod-shaped virus 1","Itarudivirus ARV1","Itarudivirus","Rudiviridae",24655
"8627","NC_036593.1","DNA","ssDNA(+/-)","Porcine circovirus-like virus P1","Porcine circovirus-like virus P1","Circovirus","Circoviridae",648
"8628","NC_041994.1","DNA","dsDNA","Pseudomonas phage Noxifer","Noxifervirus noxifer","Noxifervirus","Unknown",278136
"8629","NC_006649.1","DNA","dsDNA","Bracoviriform congregatae","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae",32108
"8630","NC_016571.1","DNA","dsDNA","Pseudomonas phage OBP","Pseudomonas phage OBP","Petsuvirus","Unknown",284757
"8631","NC_018850.2","DNA","dsDNA","Pseudomonas phage UFV-P2","Vicosavirus UFVP2","Vicosavirus","Unknown",45517
"8632","NC_075334.1","DNA","ssDNA","Giant panda associated gemycircularvirus","Giant panda associated gemycircularvirus","Gemycircularvirus","Genomoviridae",2240
"8633","NC_048749.1","DNA","dsDNA","Gordonia phage Rickmore","Kenoshavirus rickmore","Kenoshavirus","Unknown",60218
"8634","NC_054932.1","DNA","dsDNA","Escherichia phage teqdroes","Tequatrovirus teqdroes","Tequatrovirus","Straboviridae",166833
"8635","NC_055831.1","DNA","dsDNA","Phage NBEco003","Tequatrovirus nbeco","Tequatrovirus","Straboviridae",166579
"8636","NC_024148.1","DNA","dsDNA","Mycobacterium phage Phantastic","Veracruzvirus phantastic","Veracruzvirus","Unknown",50101
"8637","NC_040367.1","DNA","ssDNA","Cybaeus spider associated circular virus 1","Cybaeus spider associated circular virus 1","Unknown","Unknown",1991
"8638","NC_001605.1","DNA","dsDNA","Iotapapillomavirus 1","Iotapapillomavirus 1","Iotapapillomavirus","Papillomaviridae",7687
"8639","NC_031255.2","DNA","dsDNA","Gordonia phage Schnabeltier","Schnabeltiervirus schnabeltier","Schnabeltiervirus","Unknown",46895
"8640","NC_038702.1","DNA","dsDNA","Heterocapsa circularisquama DNA virus 01","Heterocapsa circularisquama DNA virus 01","Dinodnavirus","Unknown",5800
"8641","NC_004778.3","DNA","dsDNA","Choristoneura fumiferana multiple nucleopolyhedrovirus","Alphabaculovirus chofumiferanae","Alphabaculovirus","Baculoviridae",129593
"8642","NC_040728.1","DNA","dsDNA","Macaca mulatta papillomavirus 7","Macaca mulatta papillomavirus 7","Gammapapillomavirus","Papillomaviridae",7292
"8643","NC_035474.1","DNA","ssDNA","Human feces smacovirus 3","Porprismacovirus humas3","Porprismacovirus","Smacoviridae",2560
"8644","NC_055165.1","DNA","dsDNA","Shrimp hemocyte iridescent virus","Decapod iridescent virus 1","Decapodiridovirus","Iridoviridae",165809
"8645","NC_030937.1","DNA","dsDNA","Xanthomonas phage f30-Xaj","Pradovirus f30","Pradovirus","Autographiviridae",44262
"8646","NC_021348.1","DNA","dsDNA","Mycobacterium phage ArcherS7","Bixzunavirus Bxz1","Bixzunavirus","Unknown",156558
"8647","NC_073362.1","DNA","dsDNA","Microbacterium phage Kozie","Microbacterium phage Kozie","Mementomorivirus","Unknown",53094
"8648","NC_006642.1","DNA","dsDNA","Bracoviriform congregatae","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae",14286
"8649","NC_031901.1","DNA","dsDNA","Streptococcus phage phiARI0131-1","Streptococcus phage phiARI0131-1","Unknown","Unknown",42927
"8650","NC_038887.1","DNA","ssDNA(+/-)","Sida Brazil virus","Sida Brazil virus","Begomovirus","Geminiviridae",2659
"8651","NC_004101.1","DNA","ssDNA(+/-)","Pepper golden mosaic virus","Pepper golden mosaic virus","Begomovirus","Geminiviridae",2613
"8652","NC_040332.1","DNA","ssDNA","False black widow spider associated circular virus 1","False black widow spider associated circular virus 1","Unknown","Unknown",2199
"8653","NC_076268.1","DNA","ssDNA(+/-)","Papaya yellow leaf curl virus","Papaya yellow leaf curl virus","Begomovirus","Geminiviridae",2760
"8654","NC_016154.1","DNA","dsDNA","Cynomolgus macaque cytomegalovirus strain Ottawa","Cytomegalovirus macacinebeta8","Cytomegalovirus","Orthoherpesviridae",218041
"8655","NC_048788.1","DNA","dsDNA","Mycobacterium phage ThetaBob","Mycobacterium virus ThetaBob","Thetabobvirus","Unknown",56714
"8656","NC_054434.1","DNA","dsDNA","Gordonia phage Catfish","Catfishvirus catfish","Catfishvirus","Unknown",46888
"8657","NC_051613.1","DNA","dsDNA","Mycobacterium phage Amelie","Anayavirus amelie","Anayavirus","Unknown",56439
"8658","NC_054777.1","DNA","dsDNA","Mycobacterium phage Bluefalcon","Benedictvirus bluefalcon","Benedictvirus","Unknown",51052
"8659","NC_042084.1","DNA","dsDNA","Escherichia phage VB_EcoS-Golestan","Kagunavirus golestan","Kagunavirus","Unknown",44829
"8660","NC_023161.1","DNA","ssDNA(+)","Pea necrotic yellow dwarf virus","Pea necrotic yellow dwarf virus","Nanovirus","Nanoviridae",979
"8661","NC_049822.1","DNA","dsDNA","Escherichia phage vB_EcoS_G29-2","Hanrivervirus G292","Hanrivervirus","Drexlerviridae",51739
"8662","NC_043203.1","DNA","ssDNA","Ipomea begomovirus satellite 1","Sweet potato leaf curl deltasatellite 3","Deltasatellite","Tolecusatellitidae",731
"8663","NC_001468.1","DNA","ssDNA(+/-)","African cassava mosaic virus","African cassava mosaic virus","Begomovirus","Geminiviridae",2724
"8664","NC_001576.1","DNA","dsDNA","Human papillomavirus type 10","Alphapapillomavirus 2","Alphapapillomavirus","Papillomaviridae",7919
"8665","NC_073081.1","DNA","dsDNA","Escherichia phage vB_EcoS_Sponge","Escherichia phage vB_EcoS_Sponge","Dhillonvirus","Unknown",44887
"8666","NC_054681.1","DNA","dsDNA","Streptomyces phage Lorelei","Likavirus lorelei","Likavirus","Unknown",50558
"8667","NC_024787.1","DNA","dsDNA","Listeria phage LMTA-148","Pecentumvirus LMTA148","Pecentumvirus","Herelleviridae",132541
"8668","NC_022096.1","DNA","dsDNA","Pseudomonas phage PaBG","Baikalvirus PaBG","Baikalvirus","Unknown",258139
"8669","NC_001806.2","DNA","dsDNA","Human alphaherpesvirus 1","Simplexvirus humanalpha1","Simplexvirus","Orthoherpesviridae",152222
"8670","NC_011545.2","DNA","ssDNA(+/-)","Penaeus monodon hepandensovirus 4","Decapod hepandensovirus 1","Hepandensovirus","Parvoviridae",6310
"8671","NC_038994.1","DNA","ssDNA(+/-)","Synedrella yellow vein clearing virus","Synedrella yellow vein clearing virus","Begomovirus","Geminiviridae",2751
"8672","NC_055603.1","DNA","dsDNA","Lymphocystis disease virus 4","Lymphocystis disease virus 4","Lymphocystivirus","Iridoviridae",211086
"8673","NC_028988.1","DNA","dsDNA","Ralstonia phage RSJ2","Risjevirus RSJ2","Risjevirus","Autographiviridae",44360
"8674","NC_028701.2","DNA","dsDNA","Salmonella phage SEN5","Senquatrovirus SEN4","Senquatrovirus","Peduoviridae",33509
"8675","NC_070794.1","DNA","dsDNA","Gordonia phage Maridalia","Gordonia phage Maridalia","Nymphadoravirus","Unknown",51628
"8676","NC_055588.1","DNA","dsDNA-RT","Epiphyllum virus 4","Cavemovirus deltaepiphylli","Cavemovirus","Caulimoviridae",7296
"8677","NC_020873.1","DNA","dsDNA","Bacillus phage vB_BceM_Bc431v3","Caeruleovirus Bc431","Caeruleovirus","Herelleviridae",158621
"8678","NC_077135.1","DNA","ssDNA(+/-)","robinz virus RP_620","robinz virus RP_620","Cyclovirus","Circoviridae",1930
"8679","NC_031072.1","DNA","dsDNA","Gordonia phage CaptainKirk2","Gordonia phage CaptainKirk2","Jujuvirus","Unknown",47898
"8680","NC_055941.1","DNA","ssDNA(+/-)","Ambidensovirus CaaDV1","Ambidensovirus CaaDV1","Ambidensovirus","Parvoviridae",5860
"8681","NC_076196.1","DNA","ssDNA(-)","Giant panda anellovirus","Giant panda anellovirus","Unknown","Anelloviridae",2244
"8682","NC_024211.1","DNA","dsDNA","Bacillus phage Megatron","Wphvirus megatron","Wphvirus","Herelleviridae",158750
"8683","NC_024782.1","DNA","dsDNA","Pseudomonas phage MP48","Pseudomonas phage MP48","Casadabanvirus","Unknown",36838
"8684","NC_021780.1","DNA","dsDNA","Salmonella phage FSL SP-088","Chivirus FSLSP088","Chivirus","Casjensviridae",59454
"8685","NC_047961.1","DNA","dsDNA","Dickeya phage Dagda","Aarhusvirus dagda","Aarhusvirus","Autographiviridae",40484
"8686","NC_029058.1","DNA","dsDNA","Lactobacillus phage LfeInf","Hopescreekvirus LfeInf","Hopescreekvirus","Herelleviridae",106071
"8687","NC_051734.1","DNA","dsDNA","Mycobacterium phage Bartholomew","Fishburnevirus bartholomew","Fishburnevirus","Unknown",46484
"8688","NC_001731.1","DNA","dsDNA","Molluscum contagiosum virus subtype 1","Molluscum contagiosum virus","Molluscipoxvirus","Poxviridae",190289
"8689","NC_048043.1","DNA","dsDNA","Klebsiella phage NJS2","Klebsiella virus NJS2","Webervirus","Drexlerviridae",50132
"8690","NC_043345.1","DNA","dsDNA","Bracoviriform indiense","Bracoviriform indiense","Bracoviriform","Polydnaviriformidae",25971
"8691","NC_025457.1","DNA","dsDNA","Acinetobacter phage vB_AbaP_Acibel007","Daemvirus acibel007","Daemvirus","Autographiviridae",42654
"8692","NC_015655.1","DNA","dsDNA-RT","Sweet potato pakakuy virus","Badnavirus occultipomeae","Badnavirus","Caulimoviridae",8082
"8693","NC_027357.1","DNA","dsDNA","Propionibacterium phage PHL025M00","Pahexavirus PHL025M00","Pahexavirus","Unknown",29496
"8694","NC_007807.1","DNA","dsDNA","Pseudomonas phage 119X","Jamesmcgillvirus jv119X","Jamesmcgillvirus","Unknown",43365
"8695","NC_041901.1","DNA","dsDNA","Mycobacterium phage Lukilu","Bixzunavirus lukilu","Bixzunavirus","Unknown",157034
"8696","NC_055707.1","DNA","dsDNA","Mycobacterium phage HC","Brujitavirus HC","Brujitavirus","Unknown",46305
"8697","NC_073755.1","DNA","ssDNA(+)","Xanthomonas phage phiXv2","Lophivirus Xv2","Lophivirus","Inoviridae",6564
"8698","NC_021306.2","DNA","dsDNA","Mycobacterium phage Dumbo","Mycobacterium phage Dumbo","Kostyavirus","Unknown",75736
"8699","NC_050145.1","DNA","dsDNA","Pseudomonas phage PaGU11","Pbunavirus PaGU11","Pbunavirus","Unknown",65554
"8700","NC_030148.1","DNA","dsDNA","Marbled eel polyomavirus","Marbled eel polyomavirus","Unknown","Polyomaviridae",14334
"8701","NC_031918.1","DNA","dsDNA","Salmonella phage 64795_sal3","Saltrevirus sv64795sal3","Saltrevirus","Unknown",45342
"8702","NC_038522.1","DNA","dsDNA","Human papillomavirus type 161","Gammapapillomavirus 19","Gammapapillomavirus","Papillomaviridae",7238
"8703","NC_062765.1","DNA","dsDNA","uncultured phage cr30_1","Cohcovirus splanchnicus","Cohcovirus","Suoliviridae",99984
"8704","NC_042309.1","DNA","dsDNA","Mycobacterium phage Gladiator","Gladiatorvirus gladiator","Gladiatorvirus","Unknown",52213
"8705","NC_049471.1","DNA","dsDNA","Arthrobacter phage Lymara","Klausavirus lymara","Klausavirus","Unknown",68762
"8706","NC_043060.1","DNA","dsDNA","Hippotragine gammaherpesvirus 1","Macavirus hippotraginegamma1","Macavirus","Orthoherpesviridae",174
"8707","NC_054935.2","DNA","dsDNA","Escherichia phage YUEEL01","Tequatrovirus cf2","Tequatrovirus","Straboviridae",168266
"8708","NC_049451.1","DNA","dsDNA","Klebsiella phage ST147-VIM1phi7.1","Vimunumvirus ST147VIM1phi71","Vimunumvirus","Peduoviridae",34141
"8709","NC_011272.1","DNA","dsDNA","Mycobacterium phage Rizal","Bixzunavirus Bxz1","Bixzunavirus","Unknown",153894
"8710","NC_049950.1","DNA","dsDNA","Escherichia phage 2H10","Glaedevirus gv2H10","Glaedevirus","Unknown",46288
"8711","NC_070860.1","DNA","dsDNA","Pectobacterium phage Possum","Pectobacterium phage Possum","Cbunavirus","Schitoviridae",73752
"8712","NC_043287.1","DNA","dsDNA","Bracoviriform glomeratae","Bracoviriform glomeratae","Bracoviriform","Polydnaviriformidae",900
"8713","NC_026268.1","DNA","dsDNA","Pseudoplusia includens SNPV IE","Alphabaculovirus alterchrincludentis","Alphabaculovirus","Baculoviridae",139132
"8714","NC_001595.1","DNA","dsDNA","Human papillomavirus type 7","Alphapapillomavirus 8","Alphapapillomavirus","Papillomaviridae",8027
